election_name,notice_date,election_day,seats,candidate_count,registered_voters,note
岩手県議会議員再選挙（二戸選挙区）,2020-01-10 00:00:00,2020-01-19 00:00:00,1,2,33620.0,辞職/松倉史朋氏の辞職による
新潟県出雲崎町長選挙,2020-01-14 00:00:00,2020-01-19 00:00:00,1,1,,任期満了
滋賀県大津市長選挙,2020-01-12 00:00:00,2020-01-19 00:00:00,1,2,280534.0,任期満了
福岡県大刀洗町長選挙,2020-01-14 00:00:00,2020-01-19 00:00:00,1,3,12513.0,任期満了
秋田県井川町議会議員選挙,2020-01-14 00:00:00,2020-01-19 00:00:00,12,12,,任期満了
茨城県東海村議会議員選挙,2020-01-14 00:00:00,2020-01-19 00:00:00,18,21,,任期満了
長野県須坂市長選挙,2020-01-12 00:00:00,2020-01-19 00:00:00,1,2,,任期満了
青森県六戸町長選挙,2020-01-14 00:00:00,2020-01-19 00:00:00,1,2,,任期満了
北海道泊村長選挙,2020-01-07 00:00:00,2020-01-12 00:00:00,1,2,,任期満了
千葉県睦沢町議会議員選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,14,14,,任期満了
岩手県葛巻町議会議員選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,10,10,,
徳島県上勝町議会議員選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,8,9,,任期満了
栃木県上三川町議会議員選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,14,16,,任期満了
神奈川県葉山町長選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,1,1,,任期満了
福島県矢吹町長選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,1,2,,任期満了
青森県田子町長選挙,2019-12-17 00:00:00,2019-12-22 00:00:00,1,2,,任期満了
宮城県岩沼市議会議員選挙,2019-12-08 00:00:00,2019-12-15 00:00:00,18,23,,任期満了
宮城県涌谷町議会議員選挙,2019-12-10 00:00:00,2019-12-15 00:00:00,13,14,,任期満了
徳島県神山町議会議員選挙,2019-12-10 00:00:00,2019-12-15 00:00:00,8,13,,任期満了
福井県福井市長選挙,2019-12-08 00:00:00,2019-12-15 00:00:00,1,3,,任期満了
鹿児島県南九州市議会議員選挙,2019-12-08 00:00:00,2019-12-15 00:00:00,20,22,,任期満了/最後の1議席を巡り得票数が同数だったため、公選法第95条の2項のくじにより、川畑実道氏が当選となった
鹿児島県南九州市長選挙,2019-12-08 00:00:00,2019-12-15 00:00:00,1,1,,任期満了
大分県津久見市長選挙,2019-12-01 00:00:00,2019-12-08 00:00:00,1,1,,任期満了
東京都小金井市議会議員補欠選挙,2019-12-01 00:00:00,2019-12-08 00:00:00,2,4,,その他
東京都小金井市長選挙,2019-12-01 00:00:00,2019-12-08 00:00:00,1,4,,任期満了
福岡県広川町議会議員選挙,2019-12-03 00:00:00,2019-12-08 00:00:00,13,17,,任期満了
福島県棚倉町議会議員選挙,2019-12-03 00:00:00,2019-12-08 00:00:00,14,15,11573.0,任期満了
茨城県下妻市議会議員選挙,2019-12-01 00:00:00,2019-12-08 00:00:00,20,23,,任期満了
高知県宿毛市長選挙,2019-12-01 00:00:00,2019-12-08 00:00:00,1,2,,任期満了
和歌山県北山村議会議員選挙,2019-11-26 00:00:00,2019-12-01 00:00:00,5,6,,任期満了
埼玉県上尾市議会議員選挙,2019-11-24 00:00:00,2019-12-01 00:00:00,30,41,,任期満了
埼玉県朝霞市議会議員選挙,2019-11-24 00:00:00,2019-12-01 00:00:00,24,26,,任期満了
群馬県邑楽町長選挙,2019-11-26 00:00:00,2019-12-01 00:00:00,1,2,,任期満了
茨城県茨城町議会議員選挙,2019-11-26 00:00:00,2019-12-01 00:00:00,16,16,,任期満了
三重県いなべ市議会議員補欠選挙,2019-11-17 00:00:00,2019-11-24 00:00:00,1,2,36573.0,逝去/近藤英昭氏の死去による
三重県いなべ市長選挙,2019-11-17 00:00:00,2019-11-24 00:00:00,1,1,,任期満了
千葉県白子町議会議員選挙,2019-11-19 00:00:00,2019-11-24 00:00:00,14,15,,任期満了
奈良県桜井市長選挙,2019-11-17 00:00:00,2019-11-24 00:00:00,1,2,,任期満了
山形県米沢市長選挙,2019-11-17 00:00:00,2019-11-24 00:00:00,1,2,,任期満了
愛媛県松前町長選挙,2019-11-19 00:00:00,2019-11-24 00:00:00,1,1,,任期満了
沖縄県北大東村長選挙,2019-11-19 00:00:00,2019-11-24 00:00:00,1,1,,任期満了
福島県金山町議会議員選挙,2019-11-19 00:00:00,2019-11-24 00:00:00,8,10,1864.0,任期満了
高知県大川村長選挙,2019-11-19 00:00:00,2019-11-24 00:00:00,1,1,,任期満了
高知県知事選挙,2019-11-07 00:00:00,2019-11-24 00:00:00,1,2,604825.0,任期満了
高知県高知市長選挙,2019-11-17 00:00:00,2019-11-24 00:00:00,1,5,275487.0,任期満了
千葉県我孫子市議会議員選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,24,30,,任期満了
千葉県東庄町議会議員選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,14,15,,任期満了
埼玉県桶川市議会議員選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,19,24,,任期満了
大阪府田尻町長選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,1,2,,任期満了
奈良県御杖村長選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,1,2,1508.0,任期満了
宮城県丸森町議会議員選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,14,14,,任期満了
山口県長門市議会議員補欠選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,1,2,,その他/江原達也氏の市長選挙出馬による辞職のため
山口県長門市長選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,1,2,,任期満了
山形県鮭川村議会議員選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,10,11,3624.0,任期満了
東京都奥多摩町議会議員選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,12,16,,任期満了/選挙長が全立候補者の被選挙権の有無について調査した結果、届出番号15番おくざわゆうや候補、届出番号16番ほそや秀秋候補は、被選挙権が認められるために必要な住所要件（奥多摩町内に引き続き3か月以上住所を有すること）を満たさないことが判明しました。そのため選挙長は、公職選挙法の規定に基づき11月17日の開票において選挙立会人の意見を聞いて、上記2名の候補者は被選挙権を有しないと判断し、これにより上記2名の氏名を記載した投票（おくざわゆうや候補2票・ほそや秀秋候補6票）を無効とすることを決定しました。（奥多摩町ホームページ掲載より）
東京都青梅市長選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,1,2,,任期満了
栃木県大田原市議会議員選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,21,26,,任期満了
福岡県大牟田市長選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,1,3,,任期満了
茨城県八千代町議会議員選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,14,17,,任期満了
茨城県小美玉市議会議員選挙,2019-11-10 00:00:00,2019-11-17 00:00:00,20,23,,任期満了
長野県南相木村長選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,1,1,,任期満了
長野県飯島町長選挙,2019-11-12 00:00:00,2019-11-17 00:00:00,1,1,,任期満了
兵庫県香美町議会議員補欠選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,3,3,,その他/寺川秀志氏の辞職、橘秀太郎氏の県議出馬による辞職、森利秋氏の死去による
北海道共和町議会議員選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,11,12,,任期満了/小林けんじ氏とふじき恵子氏は同票のため、くじ引きで当選が決まった
千葉県大網白里市議会議員選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,18,25,,任期満了
千葉県袖ケ浦市議会議員補欠選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,3,4,,辞職/議員の袖ケ浦市長選挙出馬のための辞職に伴う選挙
千葉県袖ケ浦市長選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,1,3,,任期満了
山梨県富士河口湖町長選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
岩手県釜石市長選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
広島県海田町議会議員補欠選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,1,1,,辞職/竹本誠氏の辞職による
広島県海田町長選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,1,2,,任期満了
徳島県阿南市議会議員補欠選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,3,5,,その他/山下久義氏の死去、仁木啓氏の県議選出馬のための辞職、表原立磨氏の阿南市長選挙出馬のための辞職による
徳島県阿南市長選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,1,2,,任期満了
沖縄県久米島町議会議員選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,14,15,,任期満了
神奈川県海老名市議会議員選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,22,26,,任期満了
神奈川県海老名市長選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,1,3,,任期満了
福島県大熊町議会議員選挙,2019-10-31 00:00:00,2019-11-10 00:00:00,12,13,,任期満了
福島県大熊町長選挙,2019-10-31 00:00:00,2019-11-10 00:00:00,1,2,,任期満了
福島県川俣町議会議員選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,12,15,,任期満了
福島県川内村議会議員選挙,2019-10-31 00:00:00,2019-11-10 00:00:00,10,11,,任期満了
福島県広野町議会議員選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,10,10,,任期満了
福島県新地町議会議員選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,12,13,,任期満了
福島県相馬市議会議員選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,18,22,,任期満了
福島県葛尾村議会議員選挙,2019-10-31 00:00:00,2019-11-10 00:00:00,8,9,,任期満了
福島県議会議員選挙いわき市選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,10,12,270953.0,任期満了
福島県議会議員選挙二本松市選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,2,2,,任期満了
福島県議会議員選挙伊達市・伊達郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,3,3,,任期満了
福島県議会議員選挙会津若松市選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,4,5,98939.0,任期満了
福島県議会議員選挙南会津郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,2,22517.0,任期満了
福島県議会議員選挙南相馬市・相馬郡飯舘村選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,2,2,,任期満了
福島県議会議員選挙双葉郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,2,2,,任期満了
福島県議会議員選挙喜多方市・耶麻郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,2,3,62730.0,任期満了
福島県議会議員選挙大沼郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
福島県議会議員選挙本宮市・安達郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
福島県議会議員選挙東白川郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
福島県議会議員選挙河沼郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,1,,任期満了
福島県議会議員選挙田村市・田村郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,2,2,,任期満了
福島県議会議員選挙白河市・西白河郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,3,4,90619.0,任期満了
福島県議会議員選挙相馬市・相馬郡新地町選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,2,35747.0,任期満了
福島県議会議員選挙石川郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,1,3,33398.0,任期満了
福島県議会議員選挙福島市選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,8,10,234218.0,任期満了
福島県議会議員選挙郡山市選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,10,13,268506.0,任期満了
福島県議会議員選挙須賀川市・岩瀬郡選挙区,2019-10-31 00:00:00,2019-11-10 00:00:00,3,6,78585.0,任期満了
茨城県土浦市長選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,1,2,,任期満了
茨城県高萩市議会議員選挙,2019-11-03 00:00:00,2019-11-10 00:00:00,14,18,,任期満了
長野県南牧村長選挙,2019-11-05 00:00:00,2019-11-10 00:00:00,1,2,,任期満了
山形県大石田町議会議員選挙,2019-10-29 00:00:00,2019-11-03 00:00:00,10,10,,任期満了
山形県大石田町長選挙,2019-10-29 00:00:00,2019-11-03 00:00:00,1,1,,任期満了
島根県西ノ島町議会議員補欠選挙,2019-10-29 00:00:00,2019-11-03 00:00:00,1,1,,その他/冨谷修司氏の辞職、中上省三氏の死去による/定数2名のところ、1名のみ立候補
奈良県橿原市議会議員補欠選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,2,4,,その他
奈良県橿原市長選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,1,2,,任期満了
宮城県亘理町議会議員選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,18,20,,任期満了
宮城県女川町議会議員選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,12,14,,任期満了
宮城県女川町長選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,1,1,,任期満了
宮城県山元町議会議員選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,13,15,,任期満了
宮城県議会議員選挙亘理選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,3,,任期満了
宮城県議会議員選挙加美選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,1,,任期満了
宮城県議会議員選挙名取選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,4,,任期満了
宮城県議会議員選挙塩釜選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,2,,任期満了
宮城県議会議員選挙多賀城・七ヶ浜選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,3,,任期満了
宮城県議会議員選挙大崎選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,4,5,,任期満了
宮城県議会議員選挙太白選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,5,6,,任期満了
宮城県議会議員選挙宮城選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,3,,任期満了
宮城県議会議員選挙宮城野選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,4,5,157212.0,任期満了
宮城県議会議員選挙富谷・黒川選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,2,,任期満了
宮城県議会議員選挙岩沼選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,3,,任期満了
宮城県議会議員選挙東松島選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,1,,任期満了
宮城県議会議員選挙柴田選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,2,,任期満了
宮城県議会議員選挙栗原選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,3,,任期満了
宮城県議会議員選挙気仙沼・本吉選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,3,4,,任期満了
宮城県議会議員選挙泉選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,5,6,,任期満了
宮城県議会議員選挙登米選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,3,,任期満了
宮城県議会議員選挙白石・刈田選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,2,2,,任期満了
宮城県議会議員選挙石巻・牡鹿選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,5,5,,任期満了
宮城県議会議員選挙若林選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,3,4,,任期満了
宮城県議会議員選挙角田・伊具選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,1,,任期満了
宮城県議会議員選挙遠田選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,1,2,,任期満了
宮城県議会議員選挙青葉選挙区,2019-10-18 00:00:00,2019-10-27 00:00:00,7,9,,任期満了
山形県村山市議会議員選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,16,19,,任期満了
徳島県吉野川市議会議員補欠選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,3,3,,その他/岸田秀樹氏の死去、増富義明氏、枝沢幹太氏の徳島県議選出馬による辞職のため
徳島県吉野川市長選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,1,2,,逝去/川真田哲哉氏の死去による
徳島県議会議員補欠選挙,2019-10-18 00:00:00,2019-10-27 00:00:00,2,3,,辞職/樫本孝氏、原井敬氏の吉野川市長選挙出馬による辞職のため
福島県湯川村議会議員補欠選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,1,2,,辞職
福島県湯川村長選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,1,2,,任期満了
茨城県ひたちなか市議会議員選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,25,30,,任期満了
長崎県大村市長選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,1,1,,任期満了
鹿児島県奄美市議会議員選挙,2019-10-20 00:00:00,2019-10-27 00:00:00,22,24,,任期満了
鹿児島県屋久島町長選挙,2019-10-22 00:00:00,2019-10-27 00:00:00,1,2,,任期満了
京都府亀岡市長選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,1,2,73425.0,任期満了
京都府精華町議会議員補欠選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,2,3,30202.0,その他/杉浦正省氏の町長選出馬、山口利忠氏の死去による
京都府精華町長選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,1,3,,任期満了
北海道白老町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,14,15,,任期満了
北海道白老町長選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,1,1,,任期満了
北海道釧路町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,16,17,,任期満了
大分県中津市長選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,1,1,,任期満了
岐阜県安八町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,10,13,,任期満了
広島県廿日市市長選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,1,2,,任期満了
愛知県蒲郡市長選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,1,2,,任期満了
新潟県五泉市議会議員選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,20,21,,任期満了
新潟県津南町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,14,16,,任期満了
滋賀県豊郷町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,12,14,,任期満了
茨城県大洗町議会議員選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,12,13,,任期満了
長崎県時津町長選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,1,1,,任期満了
青森県平内町長選挙,2019-10-15 00:00:00,2019-10-20 00:00:00,1,1,,任期満了
高知県土佐市長選挙,2019-10-13 00:00:00,2019-10-20 00:00:00,1,1,,任期満了
北海道黒松内町議会議員選挙,2019-10-11 00:00:00,2019-10-16 00:00:00,9,9,,任期満了
高知県南国市議会議員選挙,2019-10-06 00:00:00,2019-10-13 00:00:00,21,24,,任期満了
北海道寿都町議会議員選挙,2019-10-03 00:00:00,2019-10-08 00:00:00,9,10,2537.0,任期満了
北海道浜中町議会議員補欠選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,2,2,,その他/2019年4月の統一地方選の際、立候補者が定数より2人も少ない「欠員無投票」だったため、補充のため補欠選挙を執行
北海道浜中町長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
埼玉県幸手市長選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,1,2,,辞職/渡辺邦夫氏の辞職による
埼玉県所沢市長選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,1,2,286373.0,任期満了
岡山県総社市長選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
徳島県佐那河内村長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
徳島県板野町議会議員選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,13,15,11407.0,任期満了
愛知県豊川市長選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,1,2,,任期満了
東京都あきる野市長選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,1,2,,任期満了
東京都御蔵島村長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
滋賀県守山市議会議員選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,20,23,,任期満了
熊本県五木村長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
神奈川県愛川町議会議員選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,16,19,,任期満了
青森県むつ市議会議員選挙,2019-09-29 00:00:00,2019-10-06 00:00:00,22,25,,任期満了
青森県藤崎町議会議員選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,14,14,,任期満了
青森県藤崎町長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,1,,任期満了
青森県野辺地町長選挙,2019-10-01 00:00:00,2019-10-06 00:00:00,1,2,11457.0,任期満了
北海道岩内町長選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,1,1,,任期満了
埼玉県嵐山町議会議員選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,13,17,,任期満了
大阪府東大阪市議会議員選挙,2019-09-22 00:00:00,2019-09-29 00:00:00,38,52,,任期満了/2021年7月、大阪高裁判決は嶋谷昌美氏が市内に住んでおらず被選挙がなかったとして当選無効としました。
大阪府東大阪市長選挙,2019-09-22 00:00:00,2019-09-29 00:00:00,1,3,,任期満了
奈良県明日香村長選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,1,2,4799.0,任期満了
宮城県大和町長選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,1,2,,任期満了
山梨県韮崎市議会議員選挙,2019-09-22 00:00:00,2019-09-29 00:00:00,16,18,,任期満了
愛知県小牧市議会議員選挙,2019-09-22 00:00:00,2019-09-29 00:00:00,25,34,,任期満了
東京都新島村長選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,1,2,2322.0,任期満了
福岡県苅田町議会議員選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,16,18,,任期満了
福島県桑折町議会議員選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,12,13,,任期満了
青森県鰺ヶ沢町議会議員補欠選挙,2019-09-24 00:00:00,2019-09-29 00:00:00,3,5,,その他/一戸千代久氏、長谷川統一氏の死去、斎藤孝夫氏の県議選出馬による自動失職のため
兵庫県猪名川町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,17,22,,任期満了
兵庫県稲美町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,14,17,,任期満了
北海道雄武町長選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,1,2,,任期満了
千葉県君津市議会議員選挙,2019-09-15 00:00:00,2019-09-22 00:00:00,22,25,,任期満了
千葉県御宿町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,12,19,,任期満了
和歌山県かつらぎ町長選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,1,2,,任期満了
山形県天童市議会議員選挙,2019-09-15 00:00:00,2019-09-22 00:00:00,22,23,,任期満了
岐阜県北方町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,10,11,,任期満了
岩手県住田町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,12,12,,任期満了
愛知県稲沢市議会議員選挙,2019-09-15 00:00:00,2019-09-22 00:00:00,26,34,,任期満了
福岡県大刀洗町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,12,12,,任期満了
福島県泉崎村議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,10,11,,任期満了
群馬県南牧村議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,8,10,,任期満了
長野県小川村議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,10,10,,任期満了
青森県南部町議会議員選挙,2019-09-17 00:00:00,2019-09-22 00:00:00,16,16,,任期満了
静岡県伊東市議会議員選挙,2019-09-15 00:00:00,2019-09-22 00:00:00,20,24,60102.0,任期満了
三重県玉城町議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,13,16,,任期満了
宮城県角田市議会議員選挙,2019-09-08 00:00:00,2019-09-15 00:00:00,16,17,,任期満了
山形県中山町議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,10,11,,任期満了
岐阜県関市長選挙,2019-09-08 00:00:00,2019-09-15 00:00:00,1,1,,任期満了
徳島県上板町議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,13,13,,任期満了
東京都八丈町議会議員補欠選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,1,1,6268.0,辞職/奧山博文氏の辞職による
東京都八丈町長選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,1,1,6268.0,任期満了
滋賀県竜王町議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,12,15,,任期満了
福島県浅川町議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,12,13,,任期満了
長野県長野市議会議員選挙,2019-09-08 00:00:00,2019-09-15 00:00:00,39,52,,任期満了
青森県田舎館村議会議員選挙,2019-09-10 00:00:00,2019-09-15 00:00:00,8,9,,任期満了
三重県松阪市長選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,1,2,,任期満了
北海道北見市長選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,1,2,,任期満了
北海道妹背牛町議会議員選挙,2019-09-03 00:00:00,2019-09-08 00:00:00,10,11,,任期満了
和歌山県広川町議会議員選挙,2019-09-03 00:00:00,2019-09-08 00:00:00,10,10,,任期満了
和歌山県有田市議会議員選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,15,17,,任期満了
大阪府交野市議会議員選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,15,19,,任期満了
山口県上関町長選挙,2019-09-03 00:00:00,2019-09-08 00:00:00,1,1,,任期満了
山形県大江町議会議員選挙,2019-09-03 00:00:00,2019-09-08 00:00:00,11,13,,任期満了
山形県山形市長選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,1,2,,任期満了
山形県新庄市長選挙,2019-09-01 00:00:00,2019-09-08 00:00:00,1,2,,任期満了
岩手県山田町議会議員選挙,2019-09-03 00:00:00,2019-09-08 00:00:00,14,16,,任期満了
岩手県知事選挙,2019-08-22 00:00:00,2019-09-08 00:00:00,1,2,,任期満了
岩手県議会議員選挙一関選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,5,6,105674.0,任期満了
岩手県議会議員選挙久慈選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,2,3,33031.0,任期満了
岩手県議会議員選挙九戸選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,1,1,,任期満了
岩手県議会議員選挙二戸選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,2,2,,任期満了
岩手県議会議員選挙八幡平選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,2,2,,任期満了
岩手県議会議員選挙北上選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,4,6,81525.0,任期満了
岩手県議会議員選挙大船渡選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,1,2,31075.0,任期満了
岩手県議会議員選挙奥州選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,5,9,111946.0,任期満了
岩手県議会議員選挙宮古選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,3,3,,任期満了
岩手県議会議員選挙滝沢選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,3,3,,任期満了
岩手県議会議員選挙盛岡選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,10,13,241755.0,任期満了
岩手県議会議員選挙紫波選挙区,2019-08-30 00:00:00,2019-09-08 00:00:00,2,3,50420.0,任期満了
