dataset,party,year,prefecture,municipality,seat_count,municipality_count,total_compensation,annual_compensation
municipality,無所属,2003.0,大阪府,堺市,14,1,227136000.0,16224000.0
municipality,自由党,2003.0,大阪府,堺市,1,1,16224000.0,16224000.0
municipality,自由民主党,2003.0,大阪府,堺市,9,1,146016000.0,16224000.0
municipality,公明党,2003.0,大阪府,寝屋川市,8,1,107561040.0,13445130.0
municipality,日本共産党,2003.0,大阪府,寝屋川市,5,1,67225650.0,13445130.0
municipality,民主党,2003.0,大阪府,寝屋川市,4,1,53780520.0,13445130.0
municipality,無所属,2003.0,大阪府,寝屋川市,13,1,174786690.0,13445130.0
municipality,社会民主党,2003.0,大阪府,寝屋川市,1,1,13445130.0,13445130.0
municipality,自由民主党,2003.0,大阪府,寝屋川市,1,1,13445130.0,13445130.0
municipality,公明党,2003.0,大阪府,東大阪市,14,1,194040000.0,13860000.0
municipality,新社会党,2003.0,大阪府,東大阪市,1,1,13860000.0,13860000.0
municipality,日本共産党,2003.0,大阪府,東大阪市,5,1,69300000.0,13860000.0
municipality,民主党,2003.0,大阪府,東大阪市,5,1,69300000.0,13860000.0
municipality,無所属,2003.0,大阪府,東大阪市,7,1,97020000.0,13860000.0
municipality,自由民主党,2003.0,大阪府,東大阪市,18,1,249480000.0,13860000.0
municipality,公明党,2003.0,大阪府,枚方市,8,1,103626240.0,12953280.0
municipality,日本共産党,2003.0,大阪府,枚方市,6,1,77719680.0,12953280.0
municipality,民主党,2003.0,大阪府,枚方市,9,1,116579520.0,12953280.0
municipality,無所属,2003.0,大阪府,枚方市,10,1,129532800.0,12953280.0
municipality,自由民主党,2003.0,大阪府,枚方市,3,1,38859840.0,12953280.0
municipality,公民,2003.0,大阪府,豊中市,9,1,119443500.0,13271500.0
municipality,日本共産党,2003.0,大阪府,豊中市,6,1,79629000.0,13271500.0
municipality,民主党,2003.0,大阪府,豊中市,5,1,66357500.0,13271500.0
municipality,無所属,2003.0,大阪府,豊中市,11,1,145986500.0,13271500.0
municipality,社会民主党,2003.0,大阪府,豊中市,1,1,13271500.0,13271500.0
municipality,自由民主党,2003.0,大阪府,豊中市,3,1,39814500.0,13271500.0
municipality,公明党,2003.0,富山県,富山市,4,1,44904000.0,11226000.0
municipality,日本共産党,2003.0,富山県,富山市,3,1,33678000.0,11226000.0
municipality,民主党,2003.0,富山県,富山市,2,1,22452000.0,11226000.0
municipality,無所属,2003.0,富山県,富山市,4,1,44904000.0,11226000.0
municipality,社会民主党,2003.0,富山県,富山市,3,1,33678000.0,11226000.0
municipality,自由民主党,2003.0,富山県,富山市,24,1,269424000.0,11226000.0
municipality,公明党,2003.0,岐阜県,岐阜市,6,1,81120000.0,13520000.0
municipality,日本共産党,2003.0,岐阜県,岐阜市,4,1,54080000.0,13520000.0
municipality,民主党,2003.0,岐阜県,岐阜市,3,1,40560000.0,13520000.0
municipality,無所属,2003.0,岐阜県,岐阜市,6,1,81120000.0,13520000.0
municipality,社会民主党,2003.0,岐阜県,岐阜市,1,1,13520000.0,13520000.0
municipality,自由民主党,2003.0,岐阜県,岐阜市,22,1,297440000.0,13520000.0
municipality,公明党,2003.0,岩手県,盛岡市,2,1,23088140.0,11544070.0
municipality,日本共産党,2003.0,岩手県,盛岡市,4,1,46176280.0,11544070.0
municipality,民主党,2003.0,岩手県,盛岡市,1,1,11544070.0,11544070.0
municipality,無所属,2003.0,岩手県,盛岡市,28,1,323233960.0,11544070.0
municipality,社会民主党,2003.0,岩手県,盛岡市,3,1,34632210.0,11544070.0
municipality,公明党,2003.0,島根県,松江市,4,1,35549000.0,8887250.0
municipality,日本共産党,2003.0,島根県,松江市,2,1,17774500.0,8887250.0
municipality,無所属,2003.0,島根県,松江市,25,1,222181250.0,8887250.0
municipality,社会民主党,2003.0,島根県,松江市,1,1,8887250.0,8887250.0
municipality,自由民主党,2003.0,島根県,松江市,2,1,17774500.0,8887250.0
municipality,公明党,2003.0,愛知県,豊田市,3,1,35735700.0,11911900.0
municipality,日本共産党,2003.0,愛知県,豊田市,1,1,11911900.0,11911900.0
municipality,無所属,2003.0,愛知県,豊田市,36,1,428828400.0,11911900.0
municipality,世田谷・生活者ネットワーク,2003.0,東京都,世田谷区,5,1,60274500.0,12054900.0
municipality,世田谷行革110番,2003.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,公明党,2003.0,東京都,世田谷区,11,1,132603900.0,12054900.0
municipality,反政党・改革派,2003.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,日本共産党,2003.0,東京都,世田谷区,3,1,36164700.0,12054900.0
municipality,民主党,2003.0,東京都,世田谷区,7,1,84384300.0,12054900.0
municipality,無所属,2003.0,東京都,世田谷区,6,1,72329400.0,12054900.0
municipality,社会民主党,2003.0,東京都,世田谷区,2,1,24109800.0,12054900.0
municipality,自由党,2003.0,東京都,世田谷区,1,1,12054900.0,12054900.0
municipality,自由民主党,2003.0,東京都,世田谷区,15,1,180823500.0,12054900.0
municipality,公明党,2003.0,東京都,中央区,5,1,59267000.0,11853400.0
municipality,日本共産党,2003.0,東京都,中央区,5,1,59267000.0,11853400.0
municipality,無所属,2003.0,東京都,中央区,7,1,82973800.0,11853400.0
municipality,自由民主党,2003.0,東京都,中央区,13,1,154094200.0,11853400.0
municipality,八王子・生活者ネットワーク,2003.0,東京都,八王子市,2,1,25864000.0,12932000.0
municipality,公明党,2003.0,東京都,八王子市,10,1,129320000.0,12932000.0
municipality,日本共産党,2003.0,東京都,八王子市,5,1,64660000.0,12932000.0
municipality,民主党,2003.0,東京都,八王子市,1,1,12932000.0,12932000.0
municipality,無所属,2003.0,東京都,八王子市,14,1,181048000.0,12932000.0
municipality,社会民主党,2003.0,東京都,八王子市,1,1,12932000.0,12932000.0
municipality,自由民主党,2003.0,東京都,八王子市,7,1,90524000.0,12932000.0
municipality,公明党,2003.0,東京都,北区,10,1,118771200.0,11877120.0
municipality,新社会党,2003.0,東京都,北区,1,1,11877120.0,11877120.0
municipality,日本共産党,2003.0,東京都,北区,9,1,106894080.0,11877120.0
municipality,民主党,2003.0,東京都,北区,5,1,59385600.0,11877120.0
municipality,無所属,2003.0,東京都,北区,4,1,47508480.0,11877120.0
municipality,社会民主党,2003.0,東京都,北区,2,1,23754240.0,11877120.0
municipality,自由民主党,2003.0,東京都,北区,13,1,154402560.0,11877120.0
municipality,公明党,2003.0,東京都,千代田区,2,1,23777600.0,11888800.0
municipality,日本共産党,2003.0,東京都,千代田区,3,1,35666400.0,11888800.0
municipality,無所属,2003.0,東京都,千代田区,8,1,95110400.0,11888800.0
municipality,自由民主党,2003.0,東京都,千代田区,12,1,142665600.0,11888800.0
municipality,公明党,2003.0,東京都,台東区,5,1,58890000.0,11778000.0
municipality,日本共産党,2003.0,東京都,台東区,5,1,58890000.0,11778000.0
municipality,民主党,2003.0,東京都,台東区,6,1,70668000.0,11778000.0
municipality,無所属,2003.0,東京都,台東区,5,1,58890000.0,11778000.0
municipality,自由民主党,2003.0,東京都,台東区,14,1,164892000.0,11778000.0
municipality,公明党,2003.0,東京都,品川区,8,1,92402880.0,11550360.0
municipality,品川・生活者ネットワーク,2003.0,東京都,品川区,2,1,23100720.0,11550360.0
municipality,日本共産党,2003.0,東京都,品川区,7,1,80852520.0,11550360.0
municipality,民主党,2003.0,東京都,品川区,5,1,57751800.0,11550360.0
municipality,無所属,2003.0,東京都,品川区,5,1,57751800.0,11550360.0
municipality,社会民主党,2003.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,自由党,2003.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,自由民主党,2003.0,東京都,品川区,13,1,150154680.0,11550360.0
municipality,保守新党,2003.0,東京都,墨田区,1,1,11731200.0,11731200.0
municipality,公明党,2003.0,東京都,墨田区,7,1,82118400.0,11731200.0
municipality,日本共産党,2003.0,東京都,墨田区,5,1,58656000.0,11731200.0
municipality,民主党,2003.0,東京都,墨田区,2,1,23462400.0,11731200.0
municipality,無所属,2003.0,東京都,墨田区,2,1,23462400.0,11731200.0
municipality,社会民主党,2003.0,東京都,墨田区,1,1,11731200.0,11731200.0
municipality,自由民主党,2003.0,東京都,墨田区,16,1,187699200.0,11731200.0
municipality,公明党,2003.0,東京都,大田区,12,1,146757456.0,12229788.0
municipality,大田・生活者ネットワーク,2003.0,東京都,大田区,2,1,24459576.0,12229788.0
municipality,日本共産党,2003.0,東京都,大田区,8,1,97838304.0,12229788.0
municipality,民主党,2003.0,東京都,大田区,5,1,61148940.0,12229788.0
municipality,無所属,2003.0,東京都,大田区,2,1,24459576.0,12229788.0
municipality,緑の党,2003.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,自由党,2003.0,東京都,大田区,1,1,12229788.0,12229788.0
municipality,自由民主党,2003.0,東京都,大田区,19,1,232365972.0,12229788.0
municipality,公明党,2003.0,東京都,文京区,6,1,65759220.0,10959870.0
municipality,日本共産党,2003.0,東京都,文京区,6,1,65759220.0,10959870.0
municipality,民主党,2003.0,東京都,文京区,6,1,65759220.0,10959870.0
municipality,無所属,2003.0,東京都,文京区,8,1,87678960.0,10959870.0
municipality,社会民主党,2003.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,自由党,2003.0,東京都,文京区,1,1,10959870.0,10959870.0
municipality,自由民主党,2003.0,東京都,文京区,5,1,54799350.0,10959870.0
municipality,公明党,2003.0,東京都,新宿区,9,1,101064600.0,11229400.0
municipality,新社会党,2003.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,日本共産党,2003.0,東京都,新宿区,9,1,101064600.0,11229400.0
municipality,民主党,2003.0,東京都,新宿区,3,1,33688200.0,11229400.0
municipality,無所属,2003.0,東京都,新宿区,7,1,78605800.0,11229400.0
municipality,社会民主党,2003.0,東京都,新宿区,1,1,11229400.0,11229400.0
municipality,自由民主党,2003.0,東京都,新宿区,8,1,89835200.0,11229400.0
municipality,公明党,2003.0,東京都,杉並区,8,1,93299024.0,11662378.0
municipality,日本共産党,2003.0,東京都,杉並区,6,1,69974268.0,11662378.0
municipality,杉並・生活者ネットワーク,2003.0,東京都,杉並区,3,1,34987134.0,11662378.0
municipality,民主党,2003.0,東京都,杉並区,4,1,46649512.0,11662378.0
municipality,無所属,2003.0,東京都,杉並区,11,1,128286158.0,11662378.0
municipality,社会民主党,2003.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,自由党,2003.0,東京都,杉並区,1,1,11662378.0,11662378.0
municipality,自由民主党,2003.0,東京都,杉並区,12,1,139948536.0,11662378.0
municipality,都政を革新する会,2003.0,東京都,杉並区,2,1,23324756.0,11662378.0
municipality,公明党,2003.0,東京都,板橋区,12,1,138960000.0,11580000.0
municipality,日本共産党,2003.0,東京都,板橋区,10,1,115800000.0,11580000.0
municipality,板橋・生活者ネットワーク,2003.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,民主党,2003.0,東京都,板橋区,6,1,69480000.0,11580000.0
municipality,無所属,2003.0,東京都,板橋区,3,1,34740000.0,11580000.0
municipality,社会民主党,2003.0,東京都,板橋区,2,1,23160000.0,11580000.0
municipality,緑の党,2003.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,自由党,2003.0,東京都,板橋区,1,1,11580000.0,11580000.0
municipality,自由民主党,2003.0,東京都,板橋区,15,1,173700000.0,11580000.0
municipality,公明党,2003.0,東京都,江戸川区,13,1,150157800.0,11550600.0
municipality,日本共産党,2003.0,東京都,江戸川区,6,1,69303600.0,11550600.0
municipality,民主党,2003.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,江戸川・生活者ネットワーク,2003.0,東京都,江戸川区,2,1,23101200.0,11550600.0
municipality,無所属,2003.0,東京都,江戸川区,8,1,92404800.0,11550600.0
municipality,自由民主党,2003.0,東京都,江戸川区,15,1,173259000.0,11550600.0
municipality,公明党,2003.0,東京都,江東区,11,1,131650200.0,11968200.0
municipality,日本共産党,2003.0,東京都,江東区,7,1,83777400.0,11968200.0
municipality,民主党,2003.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,江東・生活者ネットワーク,2003.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,無所属,2003.0,東京都,江東区,8,1,95745600.0,11968200.0
municipality,社会民主党,2003.0,東京都,江東区,1,1,11968200.0,11968200.0
municipality,自由党,2003.0,東京都,江東区,2,1,23936400.0,11968200.0
municipality,自由民主党,2003.0,東京都,江東区,13,1,155586600.0,11968200.0
municipality,公明党,2003.0,東京都,渋谷区,6,1,72965340.0,12160890.0
municipality,日本共産党,2003.0,東京都,渋谷区,6,1,72965340.0,12160890.0
municipality,民主党,2003.0,東京都,渋谷区,3,1,36482670.0,12160890.0
municipality,無所属,2003.0,東京都,渋谷区,8,1,97287120.0,12160890.0
municipality,社会民主党,2003.0,東京都,渋谷区,1,1,12160890.0,12160890.0
municipality,自由民主党,2003.0,東京都,渋谷区,10,1,121608900.0,12160890.0
municipality,公明党,2003.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,日本共産党,2003.0,東京都,目黒区,5,1,56306000.0,11261200.0
municipality,民主党,2003.0,東京都,目黒区,4,1,45044800.0,11261200.0
municipality,無所属,2003.0,東京都,目黒区,6,1,67567200.0,11261200.0
municipality,目黒・生活者ネットワーク,2003.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,社会民主党,2003.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,純粋無所属全国ネット,2003.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,自由党,2003.0,東京都,目黒区,1,1,11261200.0,11261200.0
municipality,自由民主党,2003.0,東京都,目黒区,11,1,123873200.0,11261200.0
municipality,保守新党,2003.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,元気クラブ,2003.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,公明党,2003.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,日本共産党,2003.0,東京都,荒川区,5,1,60903000.0,12180600.0
municipality,民主党,2003.0,東京都,荒川区,1,1,12180600.0,12180600.0
municipality,無所属,2003.0,東京都,荒川区,6,1,73083600.0,12180600.0
municipality,自由民主党,2003.0,東京都,荒川区,12,1,146167200.0,12180600.0
municipality,公明党,2003.0,東京都,豊島区,8,1,95372640.0,11921580.0
municipality,日本共産党,2003.0,東京都,豊島区,4,1,47686320.0,11921580.0
municipality,民主党,2003.0,東京都,豊島区,5,1,59607900.0,11921580.0
municipality,無所属,2003.0,東京都,豊島区,5,1,59607900.0,11921580.0
municipality,社会民主党,2003.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,自由党,2003.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,自由民主党,2003.0,東京都,豊島区,12,1,143058960.0,11921580.0
municipality,豊島・生活者ネットワーク,2003.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,豊島行革１１０番,2003.0,東京都,豊島区,1,1,11921580.0,11921580.0
municipality,公明党,2003.0,東京都,足立区,14,1,167253800.0,11946700.0
municipality,日本共産党,2003.0,東京都,足立区,11,1,131413700.0,11946700.0
municipality,民主党,2003.0,東京都,足立区,4,1,47786800.0,11946700.0
municipality,自由民主党,2003.0,東京都,足立区,21,1,250880700.0,11946700.0
municipality,公明党,2003.0,栃木県,宇都宮市,5,1,70014999.99999999,14002999.999999998
municipality,日本共産党,2003.0,栃木県,宇都宮市,2,1,28005999.999999996,14002999.999999998
municipality,民主党,2003.0,栃木県,宇都宮市,4,1,56011999.99999999,14002999.999999998
municipality,無所属,2003.0,栃木県,宇都宮市,29,1,406086999.99999994,14002999.999999998
municipality,自由民主党,2003.0,栃木県,宇都宮市,5,1,70014999.99999999,14002999.999999998
municipality,公明党,2003.0,滋賀県,大津市,5,1,52387150.0,10477430.0
municipality,日本共産党,2003.0,滋賀県,大津市,5,1,52387150.0,10477430.0
municipality,民主党,2003.0,滋賀県,大津市,3,1,31432290.0,10477430.0
municipality,無所属,2003.0,滋賀県,大津市,24,1,251458320.0,10477430.0
municipality,自由民主党,2003.0,滋賀県,大津市,1,1,10477430.0,10477430.0
municipality,プロジェク：くまもと再生,2003.0,熊本県,熊本市,3,1,37887750.0,12629250.0
municipality,公明党,2003.0,熊本県,熊本市,7,1,88404750.0,12629250.0
municipality,日本共産党,2003.0,熊本県,熊本市,3,1,37887750.0,12629250.0
municipality,民主党,2003.0,熊本県,熊本市,3,1,37887750.0,12629250.0
municipality,無所属,2003.0,熊本県,熊本市,21,1,265214250.0,12629250.0
municipality,社会民主党,2003.0,熊本県,熊本市,1,1,12629250.0,12629250.0
municipality,自由民主党,2003.0,熊本県,熊本市,14,1,176809500.0,12629250.0
municipality,公明党,2003.0,石川県,金沢市,4,1,52388000.0,13097000.0
municipality,日本共産党,2003.0,石川県,金沢市,2,1,26194000.0,13097000.0
municipality,民主党,2003.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,無所属,2003.0,石川県,金沢市,23,1,301231000.0,13097000.0
municipality,社会民主党,2003.0,石川県,金沢市,1,1,13097000.0,13097000.0
municipality,自由民主党,2003.0,石川県,金沢市,9,1,117873000.0,13097000.0
municipality,公明党,2003.0,神奈川県,横須賀市,7,1,84561400.0,12080200.0
municipality,日本共産党,2003.0,神奈川県,横須賀市,2,1,24160400.0,12080200.0
municipality,無所属,2003.0,神奈川県,横須賀市,27,1,326165400.0,12080200.0
municipality,神奈川ネットワーク運動,2003.0,神奈川県,横須賀市,1,1,12080200.0,12080200.0
municipality,自由民主党,2003.0,神奈川県,横須賀市,8,1,96641600.0,12080200.0
municipality,公明党,2003.0,神奈川県,相模原市,8,1,100285600.0,12535700.0
municipality,日本共産党,2003.0,神奈川県,相模原市,5,1,62678500.0,12535700.0
municipality,民主党,2003.0,神奈川県,相模原市,2,1,25071400.0,12535700.0
municipality,無所属,2003.0,神奈川県,相模原市,27,1,338463900.0,12535700.0
municipality,社会民主党,2003.0,神奈川県,相模原市,1,1,12535700.0,12535700.0
municipality,神奈川ネットワーク運動,2003.0,神奈川県,相模原市,2,1,25071400.0,12535700.0
municipality,自由党,2003.0,神奈川県,相模原市,1,1,12535700.0,12535700.0
municipality,公明党,2003.0,福井県,福井市,3,1,31825710.0,10608570.0
municipality,日本共産党,2003.0,福井県,福井市,1,1,10608570.0,10608570.0
municipality,無所属,2003.0,福井県,福井市,29,1,307648530.0,10608570.0
municipality,自由民主党,2003.0,福井県,福井市,3,1,31825710.0,10608570.0
municipality,公明党,2003.0,福島県,福島市,4,1,44829160.0,11207290.0
municipality,日本共産党,2003.0,福島県,福島市,4,1,44829160.0,11207290.0
municipality,民主党,2003.0,福島県,福島市,1,1,11207290.0,11207290.0
municipality,無所属,2003.0,福島県,福島市,23,1,257767670.0,11207290.0
municipality,社会民主党,2003.0,福島県,福島市,3,1,33621870.0,11207290.0
municipality,自由民主党,2003.0,福島県,福島市,3,1,33621870.0,11207290.0
municipality,公明党,2003.0,群馬県,高崎市,4,1,46740000.0,11685000.0
municipality,日本共産党,2003.0,群馬県,高崎市,3,1,35055000.0,11685000.0
municipality,無所属,2003.0,群馬県,高崎市,25,1,292125000.0,11685000.0
municipality,公明党,2003.0,長崎県,佐世保市,5,1,52668650.0,10533730.0
municipality,日本共産党,2003.0,長崎県,佐世保市,1,1,10533730.0,10533730.0
municipality,無所属,2003.0,長崎県,佐世保市,21,1,221208330.0,10533730.0
municipality,社会民主党,2003.0,長崎県,佐世保市,4,1,42134920.0,10533730.0
municipality,自由民主党,2003.0,長崎県,佐世保市,5,1,52668650.0,10533730.0
municipality,公明党,2003.0,長崎県,長崎市,6,1,69488940.0,11581490.0
municipality,日本共産党,2003.0,長崎県,長崎市,3,1,34744470.0,11581490.0
municipality,民主党,2003.0,長崎県,長崎市,11,1,127396390.0,11581490.0
municipality,無所属,2003.0,長崎県,長崎市,8,1,92651920.0,11581490.0
municipality,社会民主党,2003.0,長崎県,長崎市,2,1,23162980.0,11581490.0
municipality,自由党,2003.0,長崎県,長崎市,1,1,11581490.0,11581490.0
municipality,自由民主党,2003.0,長崎県,長崎市,13,1,150559370.0,11581490.0
municipality,公明党,2003.0,青森県,八戸市,2,1,21969600.0,10984800.0
municipality,日本共産党,2003.0,青森県,八戸市,2,1,21969600.0,10984800.0
municipality,無所属,2003.0,青森県,八戸市,22,1,241665600.0,10984800.0
municipality,社会民主党,2003.0,青森県,八戸市,2,1,21969600.0,10984800.0
municipality,自由民主党,2003.0,青森県,八戸市,8,1,87878400.0,10984800.0
municipality,公明党,2003.0,静岡県,浜松市,6,1,82717200.0,13786200.0
municipality,日本共産党,2003.0,静岡県,浜松市,2,1,27572400.0,13786200.0
municipality,民主党,2003.0,静岡県,浜松市,1,1,13786200.0,13786200.0
municipality,無所属,2003.0,静岡県,浜松市,36,1,496303200.0,13786200.0
municipality,社会民主党,2003.0,静岡県,浜松市,1,1,13786200.0,13786200.0
municipality,公明党,2003.0,香川県,高松市,6,1,68254080.0,11375680.0
municipality,日本共産党,2003.0,香川県,高松市,2,1,22751360.0,11375680.0
municipality,民主党,2003.0,香川県,高松市,1,1,11375680.0,11375680.0
municipality,無所属,2003.0,香川県,高松市,9,1,102381120.0,11375680.0
municipality,社会民主党,2003.0,香川県,高松市,1,1,11375680.0,11375680.0
municipality,自由民主党,2003.0,香川県,高松市,21,1,238889280.0,11375680.0
municipality,公明党,2003.0,高知県,高知市,8,1,87562800.0,10945350.0
municipality,日本共産党,2003.0,高知県,高知市,7,1,76617450.0,10945350.0
municipality,民主党,2003.0,高知県,高知市,3,1,32836050.0,10945350.0
municipality,無所属,2003.0,高知県,高知市,15,1,164180250.0,10945350.0
municipality,社会民主党,2003.0,高知県,高知市,4,1,43781400.0,10945350.0
municipality,自由民主党,2003.0,高知県,高知市,3,1,32836050.0,10945350.0
municipality,無所属,2004.0,兵庫県,西宮市,1,1,14358299.999999998,14358299.999999998
municipality,民主党,2004.0,北海道,札幌市,1,1,16090600.0,16090600.0
municipality,自由民主党,2004.0,北海道,札幌市,1,1,16090600.0,16090600.0
municipality,日本共産党,2004.0,埼玉県,さいたま市,1,1,15018270.0,15018270.0
municipality,無所属,2004.0,埼玉県,さいたま市,1,1,15018270.0,15018270.0
municipality,公明党,2004.0,愛知県,岡崎市,4,1,45951760.0,11487940.0
municipality,日本共産党,2004.0,愛知県,岡崎市,3,1,34463820.0,11487940.0
municipality,民主党,2004.0,愛知県,岡崎市,2,1,22975880.0,11487940.0
municipality,無所属,2004.0,愛知県,岡崎市,31,1,356126140.0,11487940.0
municipality,日本共産党,2004.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,民主党,2004.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,沖縄社会大衆党,2004.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,無所属,2004.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,自由民主党,2004.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,無所属,2004.0,滋賀県,大津市,1,1,10477430.0,10477430.0
municipality,公明党,2004.0,福島県,いわき市,3,1,35172900.0,11724300.0
municipality,日本共産党,2004.0,福島県,いわき市,4,1,46897200.0,11724300.0
municipality,民主党,2004.0,福島県,いわき市,2,1,23448600.0,11724300.0
municipality,無所属,2004.0,福島県,いわき市,8,1,93794400.0,11724300.0
municipality,社会民主党,2004.0,福島県,いわき市,3,1,35172900.0,11724300.0
municipality,自由民主党,2004.0,福島県,いわき市,20,1,234486000.0,11724300.0
municipality,無所属,2004.0,群馬県,前橋市,1,1,10892700.0,10892700.0
municipality,公明党,2004.0,鹿児島県,鹿児島市,6,1,76598760.0,12766460.0
municipality,日本共産党,2004.0,鹿児島県,鹿児島市,3,1,38299380.0,12766460.0
municipality,民主党,2004.0,鹿児島県,鹿児島市,2,1,25532920.0,12766460.0
municipality,無所属,2004.0,鹿児島県,鹿児島市,10,1,127664600.0,12766460.0
municipality,社会民主党,2004.0,鹿児島県,鹿児島市,6,1,76598760.0,12766460.0
municipality,自由民主党,2004.0,鹿児島県,鹿児島市,23,1,293628580.0,12766460.0
municipality,自由民主党,2005.0,京都府,京都市,1,1,16165440.0,16165440.0
municipality,公明党,2005.0,兵庫県,尼崎市,11,1,130944000.0,11904000.0
municipality,日本共産党,2005.0,兵庫県,尼崎市,8,1,95232000.0,11904000.0
municipality,民主党,2005.0,兵庫県,尼崎市,2,1,23808000.0,11904000.0
municipality,無所属,2005.0,兵庫県,尼崎市,17,1,202368000.0,11904000.0
municipality,社会民主党,2005.0,兵庫県,尼崎市,3,1,35712000.0,11904000.0
municipality,自由民主党,2005.0,兵庫県,尼崎市,4,1,47616000.0,11904000.0
municipality,民主党,2005.0,埼玉県,さいたま市,1,1,15018270.0,15018270.0
municipality,無所属,2005.0,埼玉県,川口市,1,1,12047400.0,12047400.0
municipality,無所属,2005.0,埼玉県,越谷市,2,1,24035000.0,12017500.0
municipality,自由民主党,2005.0,埼玉県,越谷市,1,1,12017500.0,12017500.0
municipality,無所属,2005.0,大阪府,大阪市,1,1,15402599.999999998,15402599.999999998
municipality,無所属,2005.0,東京都,千代田区,1,1,11888800.0,11888800.0
municipality,自由民主党,2005.0,東京都,千代田区,1,1,11888800.0,11888800.0
municipality,公明党,2005.0,東京都,葛飾区,11,1,131913760.0,11992160.0
municipality,日本共産党,2005.0,東京都,葛飾区,5,1,59960800.0,11992160.0
municipality,民主党,2005.0,東京都,葛飾区,4,1,47968640.0,11992160.0
municipality,無所属,2005.0,東京都,葛飾区,4,1,47968640.0,11992160.0
municipality,福祉かつしかネットワーク,2005.0,東京都,葛飾区,1,1,11992160.0,11992160.0
municipality,自由民主党,2005.0,東京都,葛飾区,15,1,179882400.0,11992160.0
municipality,公明党,2005.0,沖縄県,那覇市,7,1,75476800.0,10782400.0
municipality,日本共産党,2005.0,沖縄県,那覇市,6,1,64694400.0,10782400.0
municipality,民主党,2005.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,沖縄社会大衆党,2005.0,沖縄県,那覇市,2,1,21564800.0,10782400.0
municipality,無所属,2005.0,沖縄県,那覇市,14,1,150953600.0,10782400.0
municipality,社会民主党,2005.0,沖縄県,那覇市,1,1,10782400.0,10782400.0
municipality,自由民主党,2005.0,沖縄県,那覇市,12,1,129388800.0,10782400.0
municipality,自由民主党,2005.0,神奈川県,川崎市,1,1,15529300.0,15529300.0
municipality,日本共産党,2005.0,福島県,いわき市,1,1,11724300.0,11724300.0
municipality,無所属,2005.0,福島県,いわき市,1,1,11724300.0,11724300.0
municipality,自由民主党,2005.0,福島県,いわき市,1,1,11724300.0,11724300.0
municipality,民主党,2005.0,福島県,福島市,1,1,11207290.0,11207290.0
municipality,自由民主党,2005.0,福島県,福島市,1,1,11207290.0,11207290.0
municipality,無所属,2005.0,鹿児島県,鹿児島市,1,1,12766460.0,12766460.0
municipality,自由民主党,2006.0,大阪府,大阪市,1,1,15402599.999999998,15402599.999999998
municipality,自由民主党,2006.0,大阪府,東大阪市,1,1,13860000.0,13860000.0
municipality,公明党,2006.0,愛媛県,松山市,8,1,93250640.0,11656330.0
municipality,日本共産党,2006.0,愛媛県,松山市,3,1,34968990.0,11656330.0
municipality,民主党,2006.0,愛媛県,松山市,1,1,11656330.0,11656330.0
municipality,無所属,2006.0,愛媛県,松山市,19,1,221470270.0,11656330.0
municipality,社会民主党,2006.0,愛媛県,松山市,1,1,11656330.0,11656330.0
municipality,自由民主党,2006.0,愛媛県,松山市,12,1,139875960.0,11656330.0
municipality,日本共産党,2006.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,民主党,2006.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,自由民主党,2006.0,東京都,品川区,1,1,11550360.0,11550360.0
municipality,無所属,2006.0,福井県,福井市,1,1,10608570.0,10608570.0
